,event_type,roll,passed,batter_buoyancy,batter_divinity,batter_martyrdom,batter_moxie,batter_musclitude,batter_patheticism,batter_thwackability,batter_tragicness,batter_coldness,batter_overpowerment,batter_ruthlessness,batter_shakespearianism,batter_suppression,batter_unthwackability,batter_base_thirst,batter_continuation,batter_ground_friction,batter_indulgence,batter_laserlikeness,batter_anticapitalism,batter_chasiness,batter_omniscience,batter_tenaciousness,batter_watchfulness,batter_pressurization,batter_cinnamon,batter_multiplier,pitcher_buoyancy,pitcher_divinity,pitcher_martyrdom,pitcher_moxie,pitcher_musclitude,pitcher_patheticism,pitcher_thwackability,pitcher_tragicness,pitcher_ruthlessness,pitcher_overpowerment,pitcher_unthwackability,pitcher_shakespearianism,pitcher_suppression,pitcher_coldness,pitcher_base_thirst,pitcher_continuation,pitcher_ground_friction,pitcher_indulgence,pitcher_laserlikeness,pitcher_anticapitalism,pitcher_chasiness,pitcher_omniscience,pitcher_tenaciousness,pitcher_watchfulness,pitcher_pressurization,pitcher_cinnamon,pitcher_multiplier,defense_avg_anticapitalism,defense_avg_chasiness,defense_avg_omniscience,defense_avg_tenaciousness,defense_avg_watchfulness,ballpark_grandiosity,ballpark_fortification,ballpark_obtuseness,ballpark_ominousness,ballpark_inconvenience,ballpark_viscosity,ballpark_forwardness,ballpark_mysticism,ballpark_elongation,ballpark_filthiness,what1,what2,batting_team_hype,pitching_team_hype,batter_name,pitcher_name,fielder_name,batter_vibes,batter_vibes_multiplied,pitcher_vibes,pitcher_vibes_multiplied,defender_vibes,batter_mods,batting_team_mods,pitcher_mods,pitching_team_mods,defender_mods,game_id,stadium_id,play_count,weather,ball_count,strike_count,season,day,top_of_inning,home_score,away_score,inning,batting_team_roster_size,pitching_team_roster_size,baserunner_count,is_strike,strike_roll,strike_threshold,fielder_roll
0,StealSuccess0,0.4593632712753173,True,0.4797053429551875,0.5370426452363087,1.0051128760783714,0.29515781279092457,0.7980827638685698,0.718515155361245,0.5517793683443556,0.1,0.47805486155689714,1.0422986706037982,0.34512665831300676,0.43747535808980426,1.252326990691383,1.1595240137866656,0.6289237826349298,1.093848281221524,0.3304973875026641,0.7354562909635503,1.2374013999612261,0.6593120936882133,0.8282504638496146,0.041139401944830734,0.7700025270985945,1.0120719487672163,0.752759473756728,1.1101679400635167,1.0,1.1410689067902577,0.9862527211365105,0.6242883477803085,1.2026656956547965,0.6913119900066772,0.6511606200030078,0.3171590215843745,0.05458565587952875,1.2364916743978824,0.9480481946784777,1.1010646148319068,0.555966913229714,0.47617860325442446,0.9862575706473643,0.3185418958794001,0.8247000071028844,0.7410620196720222,0.24297396856494857,0.8738635241075825,0.736649828867666,1.200897566992514,1.1966216717900109,0.9045497757090205,0.2588350112601803,0.3856185779831285,0.24170023931688991,1.0,0.24420946849589636,0.2713463515024413,0.24722049164191257,0.30703544343962375,0.17669630230275973,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.08819060951722824,0,0,Eizabeth Elliott,Theodore Cervantes,,0.9623013672955647,0.9623013672955647,-0.3386377733501751,-0.3386377733501751,0,,O_NO,SIPHON;PERK,BIRD_SEED,,62679b2d-b154-4d13-96ee-368c0bb69f83,,166,10,1,2,11,78,False,1,0,4,14,15,['aa6c2662-75f8-4506-aa06-9a0993313216'],False,0.6650609507705552,0.6532337163473411,
1,StealSuccess1,0.6139002932902,True,0.554447210164672,0.8886559731181292,0.4526286793709166,0.7653202863807342,0.6907990485369822,0.4840893658119568,0.47179773300484434,0.30000000000000004,0.30513643480828095,0.7912697550892855,0.6847444481270553,0.5119983497347831,0.02187295572195,0.22600108638848176,0.5089834620430704,0.679751715469546,0.001,0.5286202487013638,0.353904842911614,0.9082044850168891,0.37770257023129256,0.40073969637247625,0.767322388675665,0.06524735384814867,0.8946884291288126,0.9653412765550414,1.0,0.7289212932214816,0.5535261585646548,0.10120769480221863,0.587482604188336,0.4859208180869025,0.5293385839758261,0.746893853853306,0.1,0.9592384382242458,0.9898075682405725,0.4002826840304545,0.5799350753699826,0.4551746187098422,0.20474781402467634,0.8033027838090635,0.919922913246971,0.5012518333956909,0.9379754119091396,0.7561054630057643,0.8073974261656689,0.7205326599209718,0.8620112422619701,0.30220842488664595,0.5010945406319476,0.7054744581196917,0.19699210223096242,1.0,0.5261987818925407,0.5804177429939378,0.42230164383988994,0.5760802180713807,0.4906902626878606,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.4390115303031301,0,0,Patel Beyonce,Rivers Rosa,,-0.8946884291288124,-0.8946884291288124,0.19699210223096242,0.19699210223096242,0,HONEY_ROASTED,,,,,6d026284-3ab6-4c25-8b60-38a68a0be6fe,,172,7,0,1,11,78,True,2,0,5,15,16,"['a1ed3396-114a-40bc-9ff0-54d7e1ad1718', '740d5fef-d59f-4dac-9a75-739ec07f91cf']",True,0.07877489419141748,0.5287389180196364,
2,StealSuccess0,0.537137084958486,True,0.5261952080304161,1.1473229661511826,1.033231619862213,0.3074255027518682,0.638514711714071,0.38239472201604185,1.0524867775758326,0.2,1.0916584157705964,0.6636866726476214,0.7101991829148402,0.32212791287001385,1.0081998867589266,0.5325350085804851,0.9372531486685483,1.0997901694294325,1.1800588659596152,1.0423517790550385,0.8760942173815857,0.3579886168196976,0.6284001994749655,1.0726339183167717,0.48874157782110206,0.9613727185020862,0.08034602736685281,0.9363478260903196,1.0,0.7289212932214816,0.5535261585646548,0.10120769480221863,0.587482604188336,0.4859208180869025,0.5293385839758261,0.746893853853306,0.1,0.9592384382242458,0.9898075682405725,0.4002826840304545,0.5799350753699826,0.4551746187098422,0.20474781402467634,0.8033027838090635,0.919922913246971,0.5012518333956909,0.9379754119091396,0.7561054630057643,0.8073974261656689,0.7205326599209718,0.8620112422619701,0.30220842488664595,0.5010945406319476,0.7054744581196917,0.19699210223096242,1.0,0.5261987818925407,0.5804177429939378,0.42230164383988994,0.5760802180713807,0.4906902626878606,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.03531506567946252,0,0,Conner Haley,Rivers Rosa,,0.8556495473760313,0.8556495473760313,0.19699210223096242,0.19699210223096242,0,SPICY,,,,,6d026284-3ab6-4c25-8b60-38a68a0be6fe,,174,7,0,1,11,78,True,2,0,5,15,16,"['a1ed3396-114a-40bc-9ff0-54d7e1ad1718', '740d5fef-d59f-4dac-9a75-739ec07f91cf']",True,0.4720501654581828,0.6065259588108795,
3,StealSuccess0,0.443381457791568,True,0.46700353374660986,0.1964163633528977,0.13,0.697946920770875,0.25671703245139765,0.87,0.5885974182555442,0.1,0.6915098844416547,0.8422700255454005,0.03,0.4828103141262737,0.394052036393953,0.08832492071061553,1.0074288875352482,0.25686609691795276,0.9323474460656003,0.4208027395491049,0.6810178291185878,0.5077905675372857,0.6490548035884658,0.641939730820466,0.20752730576071912,0.46916075367619653,0.0934128692276665,0.9296777253486528,1.0,0.353643222190291,0.9379251303085029,0.9661042238808585,1.1921488141070251,1.2584886876318273,0.01,0.3498201140197949,0.01,0.4818917295462891,0.9446038309959169,0.4845815663212022,0.7262756585149392,1.0850388858605213,0.32079054422095077,0.3673952590664313,0.29096866531722543,0.3036004548157034,0.860954280833119,1.0578542839923841,0.5110496797538809,1.049803717539656,0.93869904682552,0.5584295842783279,0.5787879166551898,0.9777448533424058,1.2537641911984516,1.0,0.25108494159140177,0.3168842658894551,0.31268061068595215,0.3505634242387954,0.20400763835440489,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.3042230872357523,0,0,Caleb Novak,Ruslan Greatness,,0.8484717166073354,0.8484717166073354,0.48279677786028585,0.48279677786028585,0,FIRE_EATER,LIFE_OF_PARTY;ELECTRIC,FRIEND_OF_CROWS,AFFINITY_FOR_CROWS,,0e6dd0a4-8ee5-4889-9225-790a2706e3e7,,172,14,0,1,11,78,True,2,4,4,14,12,['0eddd056-9d72-4804-bd60-53144b785d5c'],False,0.9789894437818265,0.7335562093719539,
4,StealSuccess0,0.38156935173540796,True,0.38711954130891046,0.15482674509802885,0.15045604235871368,0.5877010989549839,0.49388666260149094,0.3448326984890283,0.731594510396809,0.1,0.12222121477696035,0.056625369509144985,0.6758939904130465,0.9760781845710607,0.8331035959224848,0.0864841018442375,0.4575293895271839,0.920975525282169,0.9635061277759058,0.8213683139336194,0.7096724426217023,0.5485772552468877,0.5748986032534493,0.13559584178448908,0.299750796241983,0.7009614943703097,0.2231236998406787,1.0201273637843034,1.0,0.12166558440327613,0.09021327560289727,0.5992550371535728,0.5320450418830767,0.1477518952441692,0.8747843416547478,0.3168461017426625,0.1,0.5596193684439579,0.9754645505676622,0.7815200318329725,0.7246090812440875,0.7226170957077034,0.6517866832830366,0.9385409221488822,1.077687772871805,0.8200472755146998,1.078113260340664,0.3306446966322606,0.8401987256823853,0.08768399000618055,0.6474790868044713,0.2839641204928969,0.3745075104218416,0.08825681728678791,0.12844742835367118,1.0,0.2600822424226787,0.24489599815396387,0.2857761401595213,0.28565673530319324,0.24088026373203042,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.8240481353069886,0,0,Zion Aliciakeyes,Combs Estes,,0.5905946854392364,0.5905946854392364,0.0876517491216004,0.0876517491216004,0,,FIREPROOF;SEALANT,SIPHON;TRIPLE_THREAT,,,26422668-a4dd-4fe5-add7-6e30d3439f19,,183,18,0,2,11,78,True,0,4,5,12,15,['2e86de11-a2dd-4b28-b5fe-f4d0c38cd20b'],False,0.9526043972979439,0.5642855341110342,
5,StealSuccess1,0.3825538501049468,True,0.38711954130891046,0.15482674509802885,0.15045604235871368,0.5877010989549839,0.49388666260149094,0.3448326984890283,0.731594510396809,0.1,0.12222121477696035,0.056625369509144985,0.6758939904130465,0.9760781845710607,0.8331035959224848,0.0864841018442375,0.4575293895271839,0.920975525282169,0.9635061277759058,0.8213683139336194,0.7096724426217023,0.5485772552468877,0.5748986032534493,0.13559584178448908,0.299750796241983,0.7009614943703097,0.2231236998406787,1.0201273637843034,1.0,0.12166558440327613,0.09021327560289727,0.5992550371535728,0.5320450418830767,0.1477518952441692,0.8747843416547478,0.3168461017426625,0.1,0.5596193684439579,0.9754645505676622,0.7815200318329725,0.7246090812440875,0.7226170957077034,0.6517866832830366,0.9385409221488822,1.077687772871805,0.8200472755146998,1.078113260340664,0.3306446966322606,0.8401987256823853,0.08768399000618055,0.6474790868044713,0.2839641204928969,0.3745075104218416,0.08825681728678791,0.12844742835367118,1.0,0.2600822424226787,0.24489599815396387,0.2857761401595213,0.28565673530319324,0.24088026373203042,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.16690767038465548,0,0,Zion Aliciakeyes,Combs Estes,,0.5905946854392364,0.5905946854392364,0.0876517491216004,0.0876517491216004,0,,FIREPROOF;SEALANT,SIPHON;TRIPLE_THREAT,,,26422668-a4dd-4fe5-add7-6e30d3439f19,,185,18,1,2,11,78,True,0,4,5,12,15,['2e86de11-a2dd-4b28-b5fe-f4d0c38cd20b'],False,0.7144589323411474,0.6485838758718317,
6,StealSuccess1,0.6007288336383174,True,0.7920227960685651,1.1479024735093948,1.065478717690213,0.7272854560122435,0.3353570377557081,0.6516223727626449,1.1379957056109353,0.1,0.4717959732460675,0.8048631613577711,0.2869144066360412,0.13,0.9349543186597539,0.2778881186797526,0.7862306769319527,1.146679898111216,0.6119399736169528,1.184293332913102,0.9823781057402401,0.16647843419698113,0.45490715330688536,0.5410189341798917,0.16720359367397927,0.5837070584839423,0.21455030822645277,0.2797433695353353,1.0,0.5770692284553723,0.5252271360730227,1.0949835715537086,0.8524144688373523,0.3036764449557637,0.41417125251598474,0.7316670277426978,0.1,0.2823498839528139,0.5172577811885188,0.8576613111682746,0.6811273710646238,0.6738686876229805,0.6710131702727702,0.06398026423675017,0.8465063705462247,0.5772865933207948,0.23334351913501133,0.051258112709101564,0.7979918333623691,0.9638888528342238,1.076872636828225,0.14013321807675777,0.4961296050142401,0.5473153051552009,0.8355888014056297,1.0,0.2823661402876031,0.2801594035720425,0.2545304410411313,0.3659321934214852,0.28691910855045916,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.17177663640306995,0,0,Comfort Septemberish,Stephanie Winters,,-0.1900750769777394,-0.1900750769777394,-0.5473153051552009,-0.5473153051552009,0,,,,,,0fe0edc9-5ce1-4ea5-ab2c-978d326051e9,,203,7,2,2,11,78,True,6,5,5,14,15,['d8ee256f-e3d0-46cb-8c77-b1f88d8c9df9'],True,0.12302506993658291,0.486379662147717,
7,StealSuccess0,0.30509087155083425,True,0.6007673082568958,0.2674989857630393,0.27553689477537713,0.3728111139485993,0.9758726030485338,0.4471529712644097,0.6233433925881506,0.1,0.2848102601462201,0.6642209268759287,0.952719132307887,1.0436379928435695,0.9680684713792588,0.9473136519495337,0.473812587937379,0.7706142198277672,0.28431120582990665,0.7723471576236786,0.9536685247377914,0.42026344605010835,0.911811758379513,0.34792781225355296,1.0390019625435725,0.2883541520378571,0.8098525163738565,0.3302763492738181,1.0,0.6787742466517304,0.9433718319302367,0.3220034159826857,0.8027623910183835,0.4461503039543863,0.3027944822623173,0.453926707534273,0.1,0.6015770195926684,0.5306405521610593,0.5029532579981529,0.6775331269477542,0.44073069567881157,0.46601343432528824,0.932121645776542,0.7142653799355867,0.5533117373841797,0.5132839671704975,0.2045796199271237,0.4528035581576524,0.4543441518978481,1.037922678408345,1.1067698460247062,0.6273679376602744,0.936468557739889,0.2886997651625168,1.0,0.4829758390040623,0.416166342275779,0.5208600152193478,0.48630718059539957,0.2973581012503009,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.9478183086515899,0,0,Juice Collins,Sexton Wheerer,,-0.8098525163738565,-0.8098525163738565,0.2886997651625167,0.2886997651625167,0,,,ALTERNATE;SUPERALLERGIC;FRIEND_OF_CROWS,,,cb30393a-5676-46a0-996e-1005e5e88cf5,,224,18,0,0,11,78,False,1,0,7,13,9,['21cbbfaa-100e-48c5-9cea-7118b0d08a34'],True,0.5448168570693077,0.5875115749297528,
8,StealSuccess1,0.7367054569158913,True,0.5565057394025684,1.238687484225834,0.9933353381189045,1.2371721603504289,1.0602351424362833,0.21351235555836054,0.8011888336074242,0.1,0.46874140317648044,0.3418618690657042,0.8332131133771722,0.6482075865465058,1.2607903753814094,0.842923604142838,0.8672461460057678,0.38126086984931756,0.6912280292950331,1.335970117402372,1.3602644903492631,0.5586633979025195,0.6628365473645768,0.6905630930720512,1.0184184910204326,1.1478113371409628,0.9782862472454121,0.014463705964151474,1.0,0.353643222190291,0.9379251303085029,0.9661042238808585,1.1921488141070251,1.2584886876318273,0.01,0.3498201140197949,0.01,0.4818917295462891,0.9446038309959169,0.4845815663212022,0.7262756585149392,1.0850388858605213,0.32079054422095077,0.3673952590664313,0.29096866531722543,0.3036004548157034,0.860954280833119,1.0578542839923841,0.5110496797538809,1.049803717539656,0.93869904682552,0.5584295842783279,0.5787879166551898,0.9777448533424058,1.2537641911984516,1.0,0.25108494159140177,0.3168842658894551,0.31268061068595215,0.3505634242387954,0.20400763835440489,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.931685600471861,0,0,Beck Whitney,Ruslan Greatness,,-0.9782862472454121,-0.9782862472454121,0.48279677786028585,0.48279677786028585,0,,LIFE_OF_PARTY;ELECTRIC,FRIEND_OF_CROWS,AFFINITY_FOR_CROWS,,0e6dd0a4-8ee5-4889-9225-790a2706e3e7,,274,14,0,0,11,78,True,3,5,7,14,12,"['7a75d626-d4fd-474f-a862-473138d8c376', '8cf78b49-d0ca-4703-88e8-4bcad26c44b1']",False,0.714876871565485,0.48684516251291976,
9,StealSuccess0,0.06944159190115418,True,0.6763835954910193,1.2985950289080483,0.6509314694937419,1.2347936114895215,0.9691158722142875,0.32493962493205486,0.3551276642343939,0.1,0.23503305186464316,0.22204411643945385,0.2599921193584652,1.076774784011226,0.8171270536209091,0.32949103170113836,0.38723549915169225,0.49941699907129483,0.5269358745884467,1.1203534800706976,1.2724006550503693,0.9055924925133131,0.6995583081103951,0.9002549804334751,0.28009309559191453,0.7883475634542741,0.6096551927487364,0.9628789708253869,1.0,0.353643222190291,0.9379251303085029,0.9661042238808585,1.1921488141070251,1.2584886876318273,0.01,0.3498201140197949,0.01,0.4818917295462891,0.9446038309959169,0.4845815663212022,0.7262756585149392,1.0850388858605213,0.32079054422095077,0.3673952590664313,0.29096866531722543,0.3036004548157034,0.860954280833119,1.0578542839923841,0.5110496797538809,1.049803717539656,0.93869904682552,0.5584295842783279,0.5787879166551898,0.9777448533424058,1.2537641911984516,1.0,0.25108494159140177,0.3168842658894551,0.31268061068595215,0.3505634242387954,0.20400763835440489,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.9652335784835964,0,0,Avila Guzman,Ruslan Greatness,,0.9628789708253869,0.9628789708253869,0.48279677786028585,0.48279677786028585,0,,LIFE_OF_PARTY;ELECTRIC,FRIEND_OF_CROWS,AFFINITY_FOR_CROWS,,0e6dd0a4-8ee5-4889-9225-790a2706e3e7,,276,14,1,0,11,78,True,3,5,7,14,12,"['7a75d626-d4fd-474f-a862-473138d8c376', '8cf78b49-d0ca-4703-88e8-4bcad26c44b1']",True,0.18336260322126052,0.48684516251291976,
