,season,day,Breath Mints,Crabs,Dale,Firefighters,Flowers,Fridays,Garages,Georgias,Jazz Hands,Lift,Lovers,Magic,Mechanics,Millennials,Moist Talkers,Pies,Shoe Thieves,Spies,Steaks,Sunbeams,Tacos,Tigers,Wild Wings,Worms,Noodle
0,13,0,0.035159414359823414,-0.25922015852456726,-0.08183279080859811,-0.24930040420234464,-0.23384998057124712,-0.15395481395042748,-0.11274139367368093,-0.15687789166439176,-0.07561630779901267,0.0849832513006682,-0.09462693510812244,-0.1178592833293892,-0.08663387730554489,-0.16268527109028783,-0.20535754240749637,-0.1227394643648501,-0.09899229736981541,-0.3352257889150364,-0.1859319425594258,-0.19026595831454648,-0.08070051055014356,-0.3448407065679949,-0.13099299527052122,-0.09945949656350071,8
1,13,1,0.26125950188829095,0.07685317853485352,0.2388244672282388,0.10668536248597224,0.0840942398152007,0.15568190264835008,0.16730894116938505,0.13690146903963157,0.19988924121013207,0.26775014140645415,0.1682269512405148,0.17618362612303023,0.1919817603571139,0.13717187611227652,0.1269904578178646,0.18116229423377778,0.17887381534486457,0.04555649339109635,0.13386026751113222,0.1457406236469481,0.24111294885205942,0.03176000307766025,0.17686179131037605,0.16239865384036495,8
2,13,2,0.4845232913872609,0.41311381481132176,0.5592121687714571,0.45831715064316514,0.3992662764429665,0.4625427740217664,0.4476993757772202,0.4296240512556371,0.4721540877461466,0.4469421818391658,0.4308415506945807,0.4698393186604705,0.46993211882508196,0.43411459643517825,0.4564869192125489,0.4820629482439383,0.4561945502902575,0.4225787978372448,0.4493918846537245,0.48190118533015824,0.5615694295027496,0.40513306317141956,0.48418867768402807,0.4242659745195955,8
3,13,3,0.5809686048965579,0.5645341157051086,0.7009782758399707,0.6110568949760237,0.5386373645116878,0.5953288440778471,0.5724728179316815,0.559973330939586,0.5895136022115455,0.523029806742953,0.545707896077521,0.6014148098860024,0.5912665964630016,0.5659927765553265,0.5999140002234968,0.6148872220005508,0.5791208213398261,0.5903695105512311,0.5850438716209043,0.6292848562103275,0.700670047723666,0.5713757329600686,0.6215955267943807,0.5414810640476087,8
4,13,4,0.5505160938362215,0.5273543469891392,0.6667298105959253,0.569856964294191,0.5022798700006065,0.5591427713423378,0.5426996708162601,0.528797317386403,0.5571274510821362,0.49559522100347503,0.5152046085499167,0.5686983807089888,0.5571457509727965,0.5318398184959616,0.5583434202793605,0.5813887474135886,0.5501166787780615,0.550694129050938,0.5471534691596583,0.588392684632379,0.6592902393707946,0.5290846031177748,0.586670509882807,0.5140731365934121,8
5,13,5,0.46411585646227527,0.4044023198835025,0.5541126593917755,0.4442507061502515,0.3852950063275096,0.4471430705690309,0.44291845120597284,0.42531069719235054,0.45880292224328106,0.42313382498753904,0.4213951089476554,0.4644100855027765,0.4523176720575167,0.42481950698630844,0.43490799273603853,0.47130821726638206,0.4535030871390341,0.4179578837246466,0.43445581033025255,0.46565650786490576,0.537870493293921,0.3923800518485599,0.47245617774912196,0.4192169568556442,8
6,13,6,0.3946400334579274,0.30161340213431354,0.46033216407185057,0.34072984336608014,0.28790943756308557,0.3526617473657228,0.3563071888685675,0.3386175799494427,0.37809211298939005,0.36298016162136276,0.3416554134537494,0.3783144898801326,0.36566006755321695,0.3362798220058735,0.3339390570895697,0.37547384726535177,0.3698618208658131,0.3041329989512364,0.3394192562751569,0.3652514310548777,0.4363577216521013,0.27545901010891505,0.3749445240575986,0.33685251124694204,8
7,13,7,0.37030037857471865,0.2658521086845919,0.4257098124072549,0.3033522022251536,0.2522829178481225,0.319410732541754,0.32378094317197637,0.30827412421926903,0.3510624675244475,0.33975606941701864,0.3108495844382383,0.34643873061100955,0.3364592429161101,0.30640264481953683,0.29691267473342353,0.33958777823665226,0.33606224520637895,0.26053175960033326,0.30283117864682063,0.33160686012664403,0.4010318425701395,0.2307455185241742,0.340118378279768,0.305475579216825,8
8,13,8,0.38099380976452607,0.28602872938829144,0.43928945305303185,0.3227123720793103,0.2702184609535927,0.3379630982847082,0.3347189575005284,0.3250580282303733,0.36564247764219177,0.349434533383526,0.3207737474379735,0.3615967910866347,0.35253613832183683,0.3250236308362284,0.31190064551846,0.3510466972308239,0.3466947171750912,0.2793355433385948,0.31648689039836053,0.35029032906038926,0.41714580069869334,0.250537263432449,0.354605635589891,0.31910041083540525,8
9,13,9,0.40288875224177795,0.32666871563418165,0.47111673296949264,0.3594516279816015,0.3047686368591284,0.37465446708020866,0.3633477434259945,0.35766433980334295,0.3948901292294435,0.3685962076451532,0.3448797036534485,0.3908595516282763,0.3842761602055504,0.35987840076919425,0.3434804635674482,0.379461664683827,0.3753562188165361,0.3173520838507904,0.34726670143918903,0.3871466587757395,0.452064368028807,0.2907494944519014,0.3881589394140662,0.34641054628906953,8
